Step,Loss,Cost,Accuracy
0,2.294343746422424,2.335143746422424,0.08
5,2.2927002641793903,2.3335002641793903,0.11
10,2.301091616038985,2.341891616038985,0.13
15,2.313216012679461,2.354016012679461,0.09
20,2.302338413118365,2.343138413118365,0.11
25,2.30135812246806,2.34215812246806,0.08
30,2.296589032317483,2.337389032317483,0.1
35,2.306559670400163,2.347359670400163,0.11
40,2.295861699666322,2.336661699666322,0.13
45,2.29893313046225,2.3397331304622497,0.07
50,2.3034503141987996,2.3442503141987996,0.09
55,2.299082498219926,2.339882498219926,0.16
60,2.3004639848718145,2.3412639848718144,0.11
65,2.3086882994289706,2.3494882994289705,0.12
70,2.2911815294674773,2.3319815294674773,0.06
75,2.295764623225362,2.336564623225362,0.1
80,2.2902177223060627,2.3310177223060626,0.11
85,2.2970243239846253,2.3378243239846253,0.11
90,2.2976361896335997,2.3384361896335997,0.11
95,2.2876842349311897,2.3284842349311896,0.2
100,2.292242801891438,2.333042801891438,0.13
105,2.294457232167216,2.335257232167216,0.11
110,2.294579106462414,2.335379106462414,0.13
115,2.2820402524983616,2.3228402524983616,0.15
120,2.2915699151561912,2.332369915156191,0.1
125,2.284160170078315,2.324960170078315,0.13
130,2.283988421983118,2.324788421983118,0.19
135,2.2902086913334623,2.3310086913334622,0.13
140,2.295612777605906,2.336412777605906,0.08
145,2.298509301176221,2.339309301176221,0.13
150,2.2933652919277367,2.3341652919277367,0.16
155,2.2845750233439728,2.3253750233439727,0.13
160,2.2930075542917527,2.3338075542917527,0.12
165,2.2983887475058595,2.3391887475058595,0.14
170,2.2847230322223915,2.3255230322223914,0.1
175,2.2811729946953796,2.3219729946953795,0.18
180,2.2844746990868265,2.3252746990868265,0.18
185,2.2990061394619277,2.3398061394619276,0.08
190,2.282418742205728,2.3232187422057278,0.12
195,2.282071319826864,2.322871319826864,0.22
200,2.279891340664638,2.320691340664638,0.21
205,2.268243026117253,2.3090430261172528,0.19
210,2.2713478082897107,2.3121478082897107,0.16
215,2.272302385344223,2.313102385344223,0.13
220,2.277999097226555,2.318799097226555,0.15
225,2.263230731767667,2.304030731767667,0.14
230,2.282189845812117,2.322989845812117,0.15
235,2.283751208841549,2.324551208841549,0.07
240,2.2540012432785907,2.2948012432785907,0.15
245,2.264269345574319,2.305069345574319,0.12
250,2.24481977578007,2.28561977578007,0.18
255,2.2878102571650802,2.32861025716508,0.11
260,2.2940939947439802,2.33489399474398,0.15
265,2.2453148550769617,2.2861148550769617,0.22
270,2.2665794467931777,2.3073794467931776,0.12
275,2.24924795424846,2.2900479542484597,0.12
